YEAR,SAMPLE,SERIAL,CBSERIAL,HHWT,CLUSTER,STRATA,GQ,PERNUM,PERWT,SEX,AGE,EDUC,EDUCD,WKSWORK1,UHRSWORK,INCTOT,INCWAGE
2020,202001,178575,2020001130166,25545,2020001785751,990106,1,3,28558,2,21,7,71,36,15,12000,12000
2020,202001,178706,2020001131612,14148,2020001787061,850706,1,1,14148,1,53,6,63,52,40,80400,0
2020,202001,178706,2020001131612,14148,2020001787061,850706,1,2,14017,2,49,10,101,0,0,400,0
2020,202001,178706,2020001131612,14148,2020001787061,850706,1,3,13886,1,22,10,101,0,0,0,0
2020,202001,178706,2020001131612,14148,2020001787061,850706,1,4,13493,2,21,10,101,24,5,4500,4500
2020,202001,178837,2020001133104,18733,2020001788371,990206,1,1,18733,2,22,7,71,52,40,37000,37000
2020,202001,178837,2020001133104,18733,2020001788371,990206,1,2,17947,1,23,8,81,52,40,52000,52000
2020,202001,178968,2020001134548,27248,2020001789681,890006,1,1,27248,1,23,6,63,36,30,20000,20000
2020,202001,179361,2020010018741,1834,2020001793611,100108,4,1,1834,2,19,7,71,0,0,0,0
2020,202001,179492,2020010027704,9825,2020001794921,80308,4,1,9825,2,20,7,71,0,0,0,0
2020,202001,179754,2020010046205,8908,2020001797541,81708,3,1,8908,2,60,10,101,0,0,12000,0
2020,202001,179885,2020010055673,5764,2020001798851,410108,4,1,5764,1,23,6,63,52,55,33900,33900
2020,202001,180147,2020010072897,2620,2020001801471,10008,3,1,2620,1,51,6,63,0,0,0,0
2020,202001,180278,2020010082757,9563,2020001802781,60008,3,1,9563,1,42,2,26,0,0,0,0
2020,202001,180409,2020010093918,7074,2020001804091,410108,4,1,7074,1,28,6,63,52,55,63200,62000
2020,202001,180540,2020010103886,9432,2020001805401,60008,3,1,9432,1,34,6,64,0,0,0,0
2020,202001,180802,2020010119541,6943,2020001808021,70008,3,1,6943,1,33,2,25,0,0,0,0
2020,202001,180933,2020010128117,8122,2020001809331,80308,4,1,8122,1,18,6,65,17,15,13000,13000
2020,202001,181064,2020010136441,8122,2020001810641,60008,3,1,8122,1,33,4,40,0,0,0,0
2020,202001,181195,2020010144400,1834,2020001811951,100208,3,1,1834,1,26,6,64,0,0,0,0
2020,202001,181326,2020010152137,9694,2020001813261,81908,3,1,9694,1,37,5,50,0,0,0,0
2020,202001,181457,2020010160545,7074,2020001814571,10308,4,1,7074,1,18,6,65,0,0,0,0
2020,202001,181588,2020010169078,7598,2020001815881,410108,4,1,7598,1,18,7,71,23,40,6500,6500
2020,202001,181850,2020000000533,9956,2020001818501,410208,1,1,9956,2,30,10,101,52,40,60000,60000
2020,202001,181850,2020000000533,9956,2020001818501,410208,1,2,10873,1,39,6,61,52,40,60000,60000
2020,202001,181981,2020000009040,11659,2020001819811,81108,1,1,11659,1,40,10,101,52,40,146500,120000
2020,202001,181981,2020000009040,11659,2020001819811,81108,1,2,11528,2,39,10,101,52,30,120000,120000
2020,202001,182112,2020000017424,12969,2020001821121,81108,1,1,12969,2,60,11,114,0,0,40000,0
2020,202001,182112,2020000017424,12969,2020001821121,81108,1,2,11790,1,60,11,114,0,0,40000,0
2020,202001,182243,2020000025355,11921,2020001822431,80508,1,1,11921,1,33,10,101,52,50,82000,82000
2020,202001,182243,2020000025355,11921,2020001822431,80508,1,2,11659,2,33,10,101,52,40,70000,70000
2020,202001,182636,2020000050935,23187,2020001826361,60008,1,1,23187,1,59,6,63,52,50,5000,0
2020,202001,182767,2020000058124,4716,2020001827671,10008,1,1,4716,2,32,8,81,52,40,46200,46000
2020,202001,182767,2020000058124,4716,2020001827671,10008,1,2,5240,1,32,8,81,52,80,55000,0
2020,202001,183029,2020000074994,14410,2020001830291,410608,1,1,14410,1,59,10,101,52,45,90000,89000
2020,202001,183160,2020000083004,10218,2020001831601,80708,1,1,10218,1,39,6,63,52,40,83000,83000
2020,202001,183160,2020000083004,10218,2020001831601,80708,1,2,9563,2,40,11,116,52,20,24000,24000
2020,202001,183291,2020000091366,10873,2020001832911,81208,1,1,10873,1,46,11,114,52,40,145000,145000
2020,202001,183291,2020000091366,10873,2020001832911,81208,1,2,10611,2,41,11,114,52,40,85000,85000
2020,202001,183422,2020000098732,6026,2020001834221,80808,1,1,6026,2,55,6,65,0,0,17400,0
2020,202001,183422,2020000098732,6026,2020001834221,80808,1,2,6157,1,54,7,71,52,60,147000,147000
2020,202001,183553,2020000106905,17030,2020001835531,81708,1,1,17030,1,47,10,101,52,60,172400,170000
2020,202001,183553,2020000106905,17030,2020001835531,81708,1,2,13493,2,53,7,71,20,15,10000,10000
2020,202001,183684,2020000115513,10218,2020001836841,80308,1,1,10218,1,55,6,63,52,50,65000,60000
2020,202001,183684,2020000115513,10218,2020001836841,80308,1,2,10218,2,56,8,81,0,0,0,0
2020,202001,183684,2020000115513,10218,2020001836841,80308,1,3,13493,1,33,10,101,52,40,35000,35000
2020,202001,183815,2020000123210,14017,2020001838151,100108,1,1,14017,2,56,8,81,52,36,60000,60000
2020,202001,183946,2020000131633,8515,2020001839461,70008,1,1,8515,2,31,6,65,32,30,9200,9200
2020,202001,184077,2020000139973,19650,2020001840771,20008,1,1,19650,2,39,10,101,52,20,34000,34000
2020,202001,184077,2020000139973,19650,2020001840771,20008,1,2,17947,1,39,6,65,52,40,110000,100000
2020,202001,184208,2020000146834,9694,2020001842081,10308,1,1,9694,1,34,10,101,52,40,45000,45000
2020,202001,184208,2020000146834,9694,2020001842081,10308,1,2,11528,2,35,10,101,52,40,50000,50000
2020,202001,184601,2020000169467,7336,2020001846011,82008,1,1,7336,1,57,10,101,52,4,3500,0
2020,202001,184994,2020000192790,4454,2020001849941,81908,1,2,10480,1,28,6,63,52,40,25700,25700
2020,202001,184994,2020000192790,4454,2020001849941,81908,1,3,11004,1,27,6,63,52,40,30000,30000
2020,202001,185125,2020000200404,15851,2020001851251,80908,1,1,15851,2,29,7,71,52,45,25000,25000
2020,202001,185125,2020000200404,15851,2020001851251,80908,1,2,16899,1,28,6,64,52,40,20000,20000
2020,202001,185649,2020000232953,4585,2020001856491,90008,1,1,4585,1,42,6,63,52,40,8000,8000
2020,202001,185780,2020000240646,20567,2020001857801,81608,1,3,31440,2,59,10,101,4,20,950,950
2020,202001,185911,2020000248124,7729,2020001859111,81508,1,1,7729,2,27,10,101,52,40,38000,38000
2020,202001,185911,2020000248124,7729,2020001859111,81508,1,2,13100,2,26,10,101,52,40,80000,80000
2020,202001,186042,2020000256305,3013,2020001860421,80508,1,2,8646,2,60,6,63,0,0,22000,0
2020,202001,186042,2020000256305,3013,2020001860421,80508,1,3,8515,2,59,6,63,0,0,12500,0
2020,202001,186042,2020000256305,3013,2020001860421,80508,1,4,8646,1,58,6,63,40,38,3500,3500
2020,202001,186042,2020000256305,3013,2020001860421,80508,1,5,9301,1,20,6,61,52,40,18000,18000
2020,202001,186173,2020000264367,12576,2020001861731,82008,1,1,12576,2,39,10,101,0,0,0,0
2020,202001,186173,2020000264367,12576,2020001861731,82008,1,2,13624,1,40,10,101,52,60,75000,75000
2020,202001,186304,2020000272322,6812,2020001863041,30008,1,1,6812,1,26,6,65,52,50,100000,100000
2020,202001,186304,2020000272322,6812,2020001863041,30008,1,2,4847,2,24,10,101,52,30,15000,15000
2020,202001,186435,2020000279887,56068,2020001864351,80508,1,1,56068,1,45,10,101,52,40,108000,108000
2020,202001,186435,2020000279887,56068,2020001864351,80508,1,2,65369,2,42,11,114,20,40,30000,30000
2020,202001,186566,2020000287933,15327,2020001865661,410208,1,1,15327,2,36,8,81,52,40,66000,66000
2020,202001,186566,2020000287933,15327,2020001865661,410208,1,2,14017,1,34,8,81,52,50,90000,90000
2020,202001,186697,2020000295360,17554,2020001866971,80408,1,1,17554,1,42,10,101,52,50,190000,190000
2020,202001,186697,2020000295360,17554,2020001866971,80408,1,2,17685,2,36,8,81,52,40,45000,45000
2020,202001,186828,2020000304396,11266,2020001868281,30008,1,1,11266,2,60,10,101,52,36,82000,82000
2020,202001,187090,2020000320225,14410,2020001870901,80608,1,1,14410,2,28,11,114,52,60,50000,50000
2020,202001,187221,2020000327327,7074,2020001872211,80308,1,1,7074,2,38,10,101,52,32,60000,0
2020,202001,187483,2020000343322,9301,2020001874831,80808,1,1,9301,2,58,10,101,52,50,119600,119000
2020,202001,187614,2020000351071,5502,2020001876141,100208,1,1,5502,1,59,7,71,0,0,72000,0
2020,202001,187745,2020000359875,11004,2020001877451,81208,1,1,11004,2,60,5,50,52,30,77000,35000
2020,202001,187745,2020000359875,11004,2020001877451,81208,1,3,24104,1,54,0,2,0,0,36000,0
2020,202001,187876,2020000366756,11528,2020001878761,10308,1,1,11528,1,56,8,81,12,40,10000,10000
2020,202001,188269,2020000391222,9563,2020001882691,80708,1,1,9563,2,59,7,71,52,90,125000,125000
2020,202001,188269,2020000391222,9563,2020001882691,80708,1,2,19257,1,31,6,63,0,0,0,0
2020,202001,188662,2020000415745,43361,2020001886621,80108,1,1,43361,1,23,8,81,0,0,10400,0
2020,202001,188662,2020000415745,43361,2020001886621,80108,1,2,45457,2,24,10,101,47,41,60000,60000
2020,202001,188662,2020000415745,43361,2020001886621,80108,1,3,58950,2,20,5,50,52,40,20000,20000
2020,202001,188662,2020000415745,43361,2020001886621,80108,1,4,55020,1,25,10,101,52,40,36000,35000
2020,202001,188662,2020000415745,43361,2020001886621,80108,1,5,44802,1,23,6,63,52,50,45000,45000
2020,202001,188924,2020000431609,14934,2020001889241,82308,1,1,14934,2,51,10,101,52,40,120000,120000
2020,202001,188924,2020000431609,14934,2020001889241,82308,1,2,13493,1,55,6,63,10,30,7500,7500
2020,202001,189317,2020000454709,11397,2020001893171,70008,1,1,11397,2,53,7,71,52,48,44000,44000
2020,202001,189448,2020000462692,10873,2020001894481,81108,1,1,10873,1,32,7,71,52,40,48000,48000
2020,202001,189448,2020000462692,10873,2020001894481,81108,1,2,11266,2,26,10,101,52,40,44000,44000
2020,202001,189579,2020000470441,10087,2020001895791,82208,1,1,10087,2,48,10,101,52,36,75000,75000
2020,202001,189579,2020000470441,10087,2020001895791,82208,1,2,9694,1,45,7,71,46,48,80000,0
2020,202001,189710,2020000478514,15327,2020001897101,80808,1,1,15327,2,52,6,63,52,40,66000,66000
2020,202001,189710,2020000478514,15327,2020001897101,80808,1,2,24759,1,23,6,61,49,35,21000,0
2020,202001,190103,2020000501239,12838,2020001901031,80108,1,1,12838,2,57,10,101,52,40,160000,160000
2020,202001,190103,2020000501239,12838,2020001901031,80108,1,2,13100,1,57,10,101,0,0,24000,0
2020,202001,190234,2020000509438,10349,2020001902341,30008,1,1,10349,1,23,8,81,52,16,10000,10000
2020,202001,190234,2020000509438,10349,2020001902341,30008,1,2,11790,2,21,8,81,40,20,5000,5000
2020,202001,190365,2020000517598,9956,2020001903651,410608,1,2,7598,2,55,11,115,2,2,37100,23300
2020,202001,190365,2020000517598,9956,2020001903651,410608,1,3,10480,1,22,10,101,1,8,130,130
2020,202001,190496,2020000525849,14803,2020001904961,10308,1,1,14803,1,44,11,114,52,50,128000,110000
2020,202001,190758,2020000540723,17161,2020001907581,20008,1,1,17161,2,55,10,101,52,40,40000,40000
2020,202001,190758,2020000540723,17161,2020001907581,20008,1,2,17816,1,59,10,101,41,40,38300,35000
2020,202001,191020,2020000556305,29737,2020001910201,81308,1,1,29737,2,40,0,2,52,45,12000,7800
2020,202001,191282,2020000570637,6550,2020001912821,80008,1,1,6550,1,30,6,63,52,40,15000,15000
2020,202001,191413,2020000577544,11528,2020001914131,81108,1,1,11528,2,40,10,101,16,6,2000,2000
2020,202001,191413,2020000577544,11528,2020001914131,81108,1,2,12707,1,37,6,65,52,60,144000,144000
2020,202001,191544,2020000586246,24497,2020001915441,81608,1,1,24497,1,38,6,61,30,50,59400,45000
2020,202001,191544,2020000586246,24497,2020001915441,81608,1,2,41265,1,35,6,65,0,0,8500,0
2020,202001,191675,2020000594482,12183,2020001916751,410208,1,1,12183,1,33,10,101,52,40,90000,90000
2020,202001,191675,2020000594482,12183,2020001916751,410208,1,2,22139,1,42,11,114,52,40,66300,68000
2020,202001,191806,2020000601991,8122,2020001918061,410408,1,1,8122,2,60,10,101,52,40,53700,46000
2020,202001,191937,2020000609630,6812,2020001919371,81308,1,1,6812,1,28,10,101,52,45,65000,65000
2020,202001,191937,2020000609630,6812,2020001919371,81308,1,2,10349,1,29,10,101,52,50,90000,90000
2020,202001,191937,2020000609630,6812,2020001919371,81308,1,3,11790,1,29,10,101,52,40,120000,120000
2020,202001,192068,2020000617865,10087,2020001920681,80608,1,1,10087,1,59,10,101,52,55,114000,114000
2020,202001,192068,2020000617865,10087,2020001920681,80608,1,2,8646,2,51,6,63,52,40,30000,30000
2020,202001,192199,2020000625683,13886,2020001921991,10308,1,2,11397,2,55,10,101,0,0,21000,0
2020,202001,192330,2020000632879,6812,2020001923301,80408,1,1,6812,1,45,10,101,52,40,145000,145000
2020,202001,192330,2020000632879,6812,2020001923301,80408,1,2,7467,2,40,10,101,52,40,82000,82000
2020,202001,192461,2020000640659,13493,2020001924611,80708,1,1,13493,2,51,6,64,52,40,31000,31000
2020,202001,192461,2020000640659,13493,2020001924611,80708,1,2,13231,1,55,6,63,0,0,14000,0
2020,202001,192461,2020000640659,13493,2020001924611,80708,1,3,16244,2,34,6,64,52,37,7200,7200
2020,202001,192461,2020000640659,13493,2020001924611,80708,1,4,16768,2,30,10,101,52,40,9600,9600
2020,202001,192592,2020000648278,12576,2020001925921,410208,1,1,12576,2,28,10,101,0,0,6000,0
2020,202001,192592,2020000648278,12576,2020001925921,410208,1,2,14017,1,29,10,101,52,30,19800,15000
2020,202001,192723,2020000655552,9039,2020001927231,10008,1,1,9039,2,34,7,71,52,40,24900,24900
2020,202001,192723,2020000655552,9039,2020001927231,10008,1,2,8515,1,29,6,64,52,40,24900,24900
2020,202001,192854,2020000663600,12183,2020001928541,410208,1,1,12183,2,20,7,71,24,4,5300,5300
2020,202001,192985,2020000671195,11528,2020001929851,30008,1,1,11528,2,45,10,101,0,0,0,0
2020,202001,192985,2020000671195,11528,2020001929851,30008,1,2,11397,1,46,10,101,52,40,491000,491000
2020,202001,193116,2020000678692,9301,2020001931161,10308,1,2,10087,1,29,6,65,52,40,24100,24100
2020,202001,193116,2020000678692,9301,2020001931161,10308,1,3,12052,2,39,6,63,0,0,0,0
2020,202001,193509,2020000701985,15851,2020001935091,82008,1,1,15851,1,59,10,101,40,50,17000,0
2020,202001,193509,2020000701985,15851,2020001935091,82008,1,2,14672,2,54,6,61,52,40,52000,52000
2020,202001,193509,2020000701985,15851,2020001935091,82008,1,3,18864,2,27,8,81,52,45,32450,32000
2020,202001,193509,2020000701985,15851,2020001935091,82008,1,4,17947,2,25,6,63,30,35,12000,12000
2020,202001,193509,2020000701985,15851,2020001935091,82008,1,5,18733,1,20,6,63,4,40,1800,1800
2020,202001,193640,2020000709535,20960,2020001936401,80308,1,1,20960,1,26,11,114,39,15,12000,12000
2020,202001,194033,2020000734715,41527,2020001940331,80108,1,1,41527,2,59,6,63,0,0,0,0
2020,202001,194033,2020000734715,41527,2020001940331,80108,1,2,41003,1,59,6,63,0,0,1300,0
2020,202001,194033,2020000734715,41527,2020001940331,80108,1,3,49911,1,32,7,71,52,50,50000,50000
2020,202001,194164,2020000743172,11528,2020001941641,80708,1,1,11528,2,48,8,81,47,44,71100,51000
2020,202001,194295,2020000750613,61177,2020001942951,81108,1,1,61177,2,27,10,101,52,40,66000,66000
2020,202001,194557,2020000767701,22925,2020001945571,82008,1,1,22925,1,21,6,63,52,32,23500,22000
2020,202001,194557,2020000767701,22925,2020001945571,82008,1,2,22401,1,23,7,71,52,35,24000,24000
2020,202001,194688,2020000774383,16506,2020001946881,80408,1,1,16506,1,50,10,101,52,40,136400,104000
2020,202001,194688,2020000774383,16506,2020001946881,80408,1,2,15196,2,50,11,114,52,40,223000,120000
2020,202001,194688,2020000774383,16506,2020001946881,80408,1,3,18602,2,19,6,63,52,24,49000,49000
2020,202001,194688,2020000774383,16506,2020001946881,80408,1,4,18602,2,18,6,63,52,20,16000,16000
2020,202001,194819,2020000782304,26462,2020001948191,80108,1,1,26462,1,57,7,71,52,32,33900,33900
2020,202001,194819,2020000782304,26462,2020001948191,80108,1,2,29475,2,60,10,101,52,40,27500,27500
2020,202001,194950,2020000790582,13493,2020001949501,81408,1,1,13493,1,31,11,114,30,40,70000,50000
2020,202001,194950,2020000790582,13493,2020001949501,81408,1,2,20174,1,32,10,101,36,40,80000,40000
2020,202001,194950,2020000790582,13493,2020001949501,81408,1,3,23449,1,31,10,101,52,40,85000,75000
2020,202001,195343,2020000815038,31833,2020001953431,80608,1,1,31833,2,26,6,63,52,35,35000,35000
2020,202001,195343,2020000815038,31833,2020001953431,80608,1,2,28951,1,29,8,81,52,40,40000,40000
2020,202001,195474,2020000822530,9694,2020001954741,81108,1,1,9694,1,54,11,114,52,50,870000,491000
2020,202001,195474,2020000822530,9694,2020001954741,81108,1,2,9694,2,46,10,101,26,10,295500,6500
2020,202001,195605,2020000829930,66286,2020001956051,410508,1,1,66286,1,31,6,65,52,50,22000,22000
2020,202001,195736,2020000838479,50173,2020001957361,82408,1,1,50173,2,38,6,65,52,46,54000,54000
2020,202001,195736,2020000838479,50173,2020001957361,82408,1,4,91176,1,29,7,71,52,60,77200,70000
2020,202001,195867,2020000848487,11528,2020001958671,82308,1,1,11528,2,48,10,101,52,40,65000,65000
2020,202001,195867,2020000848487,11528,2020001958671,82308,1,2,11397,1,51,10,101,52,50,521000,491000
2020,202001,195998,2020000855991,11397,2020001959981,82108,1,1,11397,1,37,7,71,52,50,40000,0
2020,202001,195998,2020000855991,11397,2020001959981,82108,1,2,11528,2,36,7,71,52,20,18000,18000
2020,202001,196129,2020000863075,7860,2020001961291,90008,1,1,7860,2,60,11,115,52,25,120000,0
2020,202001,196391,2020000878896,17423,2020001963911,81508,1,1,17423,1,28,10,101,52,40,49140,48600
2020,202001,196522,2020000887367,8646,2020001965221,30008,1,1,8646,1,60,10,101,38,60,173000,150000
2020,202001,196522,2020000887367,8646,2020001965221,30008,1,2,8515,2,58,10,101,40,24,46000,46000
2020,202001,196522,2020000887367,8646,2020001965221,30008,1,3,11659,1,25,6,63,52,20,16600,16600
2020,202001,196653,2020000896382,13362,2020001966531,30008,1,1,13362,2,32,11,114,35,8,7000,7000
2020,202001,196653,2020000896382,13362,2020001966531,30008,1,2,12838,1,32,8,81,52,70,150000,150000
2020,202001,196784,2020000904625,5764,2020001967841,70008,1,1,5764,2,52,10,101,52,36,75000,75000
2020,202001,196784,2020000904625,5764,2020001967841,70008,1,2,10611,2,19,6,63,4,40,750,750
2020,202001,196915,2020000912829,15327,2020001969151,81108,1,1,15327,2,53,11,114,52,65,155000,155000
2020,202001,196915,2020000912829,15327,2020001969151,81108,1,2,16244,1,51,11,114,52,60,72000,72000
2020,202001,197046,2020000920514,8908,2020001970461,81008,1,1,8908,2,60,11,114,52,50,103000,103000
2020,202001,197177,2020000928369,7991,2020001971771,410208,1,2,7729,1,60,11,114,0,0,55000,0
2020,202001,197308,2020000935154,23711,2020001973081,82008,1,1,23711,2,59,6,65,4,35,42000,24000
2020,202001,197570,2020000950314,6026,2020001975701,10008,1,1,6026,1,23,6,63,12,14,9000,0
2020,202001,197701,2020000957572,9039,2020001977011,82308,1,1,9039,1,36,10,101,52,45,158000,155000
2020,202001,197701,2020000957572,9039,2020001977011,82308,1,2,8515,2,36,10,101,52,60,491000,491000
2020,202001,197832,2020000966248,20698,2020001978321,81608,1,1,20698,1,26,10,101,0,0,0,0
2020,202001,197963,2020000973384,13362,2020001979631,82408,1,1,13362,2,56,7,71,52,35,31000,31000
2020,202001,197963,2020000973384,13362,2020001979631,82408,1,2,23973,2,29,0,2,0,0,0,0
2020,202001,198094,2020000981853,7467,2020001980941,20008,1,1,7467,2,60,6,63,52,55,65000,65000
2020,202001,198094,2020000981853,7467,2020001980941,20008,1,2,13100,2,39,6,65,52,40,22000,22000
2020,202001,198356,2020000996724,4847,2020001983561,81208,1,3,12838,1,30,3,30,0,0,12200,0
2020,202001,198618,2020001011027,15065,2020001986181,10008,1,1,15065,1,30,6,63,52,40,60000,0
2020,202001,198618,2020001011027,15065,2020001986181,10008,1,2,15196,2,28,6,63,1,20,150,150
2020,202001,198880,2020001026054,72312,2020001988801,80708,1,1,72312,1,42,6,63,52,40,66100,65000
2020,202001,198880,2020001026054,72312,2020001988801,80708,1,2,61177,2,39,3,30,0,0,4800,0
2020,202001,199011,2020001034501,8515,2020001990111,10008,1,1,8515,1,25,6,64,48,40,45000,45000
2020,202001,199011,2020001034501,8515,2020001990111,10008,1,2,16113,1,26,6,64,50,24,20000,20000
2020,202001,199142,2020001042121,30261,2020001991421,100108,1,1,30261,2,59,7,71,52,56,37500,37500
2020,202001,199142,2020001042121,30261,2020001991421,100108,1,2,53186,2,30,0,2,0,0,6300,0
2020,202001,199273,2020001049787,11004,2020001992731,10308,1,3,15196,2,48,7,71,52,40,105000,105000
2020,202001,199273,2020001049787,11004,2020001992731,10308,1,4,14803,2,44,8,81,52,40,45000,45000
2020,202001,199273,2020001049787,11004,2020001992731,10308,1,5,17816,1,41,6,64,52,40,27800,27800
2020,202001,199273,2020001049787,11004,2020001992731,10308,1,6,12314,1,23,6,65,52,45,18000,18000
2020,202001,199404,2020001057636,11266,2020001994041,40008,1,1,11266,2,37,6,65,52,40,28000,28000
2020,202001,199404,2020001057636,11266,2020001994041,40008,1,2,11135,1,40,7,71,52,60,104000,104000
2020,202001,199535,2020001065343,11397,2020001995351,81308,1,1,11397,1,28,10,101,52,40,245000,240000
2020,202001,199535,2020001065343,11397,2020001995351,81308,1,2,13100,2,27,10,101,1,40,116900,115000
2020,202001,199666,2020001072674,13231,2020001996661,410108,1,1,13231,2,60,8,81,5,30,1500,1500
2020,202001,199797,2020001079757,15589,2020001997971,81008,1,1,15589,1,37,7,71,52,45,52000,52000
2020,202001,199797,2020001079757,15589,2020001997971,81008,1,2,15982,2,29,6,63,42,32,19300,16100
2020,202001,200059,2020001094280,10349,2020002000591,81608,1,1,10349,1,57,6,63,52,40,33600,33600
2020,202001,200059,2020001094280,10349,2020002000591,81608,1,2,10087,2,58,6,63,52,40,37400,37400
2020,202001,200321,2020001108922,7860,2020002003211,81208,1,1,7860,1,29,10,101,48,60,111000,100000
2020,202001,200321,2020001108922,7860,2020002003211,81208,1,2,20436,1,42,6,63,52,50,85000,85000
2020,202001,200321,2020001108922,7860,2020002003211,81208,1,3,13231,1,30,10,101,48,70,200000,200000
2020,202001,200452,2020001117798,5371,2020002004521,81408,1,1,5371,1,44,11,116,52,40,201000,200000
2020,202001,200714,2020001132745,12183,2020002007141,100108,1,3,21615,1,46,6,63,0,0,2400,0
2020,202001,200714,2020001132745,12183,2020002007141,100108,1,4,19257,2,45,6,63,52,10,20000,20000
2020,202001,200845,2020010007030,8777,2020002008451,130009,3,1,8777,1,37,6,63,0,0,0,0
2020,202001,200976,2020010017863,7729,2020002009761,130009,3,1,7729,1,32,5,50,52,14,270,270
2020,202001,201369,2020010048802,3013,2020002013691,90609,4,1,3013,2,56,6,65,52,40,60000,60000
2020,202001,201500,2020010058258,8515,2020002015001,130009,4,1,8515,2,20,6,65,1,33,4000,4000
2020,202001,201631,2020010067694,524,2020002016311,110009,4,1,524,1,21,6,65,2,20,3500,3000
2020,202001,201762,2020010076801,8122,2020002017621,30209,4,1,8122,1,18,6,65,3,16,6000,6000
2020,202001,201893,2020010086946,7598,2020002018931,10109,4,1,7598,2,18,6,63,0,0,0,0
2020,202001,202286,2020010117536,10480,2020002022861,30209,4,1,10480,2,19,6,63,2,25,4800,4800
2020,202001,202417,2020010126256,5633,2020002024171,110109,4,1,5633,2,19,7,71,2,30,11000,5000
2020,202001,202548,2020010135828,4454,2020002025481,150009,4,1,4454,2,19,7,71,52,24,3000,3000
2020,202001,202679,2020010146275,7598,2020002026791,10409,3,1,7598,1,36,6,63,32,50,18000,18000
2020,202001,202941,2020010167037,8515,2020002029411,150009,4,1,8515,2,19,7,71,22,20,3000,3000
2020,202001,203072,2020010176959,1441,2020002030721,10009,4,1,1441,1,57,10,101,0,0,0,0
2020,202001,203596,2020000037149,14148,2020002035961,10409,1,1,14148,2,38,2,26,0,0,9400,0
2020,202001,203596,2020000037149,14148,2020002035961,10409,1,2,17161,2,20,6,63,52,25,3600,3600
2020,202001,203596,2020000037149,14148,2020002035961,10409,1,3,16768,1,18,6,63,52,25,2600,2600
2020,202001,203727,2020000051610,8777,2020002037271,30609,1,1,8777,1,26,10,101,52,50,100000,100000
2020,202001,203727,2020000051610,8777,2020002037271,30609,1,2,8515,2,28,11,114,52,45,50000,50000
2020,202001,203858,2020000064799,58950,2020002038581,30609,1,3,79779,2,21,6,65,52,30,8000,8000
2020,202001,203989,2020000079058,52531,2020002039891,90209,1,1,52531,2,58,7,71,0,0,10400,0
2020,202001,203989,2020000079058,52531,2020002039891,90209,1,2,52662,2,34,6,63,52,32,30600,16400
2020,202001,203989,2020000079058,52531,2020002039891,90209,1,3,55675,1,30,6,63,52,40,62500,60000
2020,202001,204251,2020000106319,25283,2020002042511,90109,1,1,25283,1,45,6,63,52,30,46000,26000
2020,202001,204382,2020000118786,16506,2020002043821,150009,1,3,20436,1,38,10,101,52,40,82400,80000
2020,202001,204775,2020000162932,5764,2020002047751,30309,1,1,5764,1,31,11,114,52,50,113000,115000
2020,202001,204775,2020000162932,5764,2020002047751,30309,1,2,10087,1,25,10,101,52,40,35000,35000
2020,202001,205037,2020000189055,2620,2020002050371,10309,1,1,2620,1,34,11,114,52,40,250000,125000
2020,202001,205299,2020000217971,11397,2020002052991,50009,1,1,11397,1,58,8,81,52,45,743000,743000
2020,202001,205299,2020000217971,11397,2020002052991,50009,1,2,12052,2,49,6,63,52,30,350000,350000
2020,202001,205299,2020000217971,11397,2020002052991,50009,1,3,11266,2,18,6,61,0,0,0,0
2020,202001,205692,2020000257151,32750,2020002056921,90209,1,1,32750,1,54,10,101,52,50,150000,150000
2020,202001,205692,2020000257151,32750,2020002056921,90209,1,2,32095,2,52,10,101,52,50,143000,143000
2020,202001,205823,2020000269480,8515,2020002058231,30609,1,1,8515,1,56,8,81,52,80,54000,0
2020,202001,205823,2020000269480,8515,2020002058231,30609,1,2,11659,2,55,10,101,52,37,34000,34000
2020,202001,205823,2020000269480,8515,2020002058231,30609,1,3,13624,1,23,10,101,0,0,0,0
2020,202001,205823,2020000269480,8515,2020002058231,30609,1,4,10480,1,19,6,63,30,40,12000,12000
2020,202001,206216,2020000307673,20567,2020002062161,10009,1,1,20567,2,51,11,114,52,50,125000,125000
2020,202001,206347,2020000320332,9432,2020002063471,90409,1,3,16768,2,39,11,114,0,0,0,0
2020,202001,206478,2020000334404,28427,2020002064781,30109,1,1,28427,2,31,8,81,4,38,20500,20500
2020,202001,206478,2020000334404,28427,2020002064781,30109,1,2,31440,1,33,6,63,52,40,35700,35700
2020,202001,206609,2020000347998,8384,2020002066091,10109,1,2,10218,2,34,10,101,52,35,70000,70000
2020,202001,206609,2020000347998,8384,2020002066091,10109,1,4,10087,1,32,10,101,52,40,70000,70000
2020,202001,207002,2020000388416,11528,2020002070021,10209,1,1,11528,2,37,10,101,0,0,150,0
2020,202001,207002,2020000388416,11528,2020002070021,10209,1,2,12838,1,36,7,71,48,40,150000,150000
2020,202001,207133,2020000401205,16375,2020002071331,10509,1,2,11528,2,52,10,101,52,40,65000,65000
2020,202001,207133,2020000401205,16375,2020002071331,10509,1,3,17161,2,22,1,16,0,0,7700,0
2020,202001,207264,2020000413471,11266,2020002072641,30609,1,1,11266,2,59,8,81,52,40,69000,69000
2020,202001,207264,2020000413471,11266,2020002072641,30609,1,2,14148,1,24,6,63,52,37,14700,14700
